Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
902,391201,3033,622,286,3039385,124,39,4886.471061093248,628.9405144694534,7.76936919895399,a,a,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
903,508657,3033,622,286,7300878,124,39,11737.745980707396,817.7765273311898,14.35324393451776,d,c,7290.0,9.0,2014.0,0,,,
904,319701,3033,622,286,3742423,124,39,6016.757234726688,513.9887459807074,11.706009677792688,d,c,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
905,987344,3766,779,360,6645066,170,43,8530.25160462131,1267.4505776636713,6.730243967654637,a,a,90.0,6.0,2014.0,0,,,
906,992530,3766,781,360,8535775,193,41,10929.289372599233,1270.8450704225352,8.600017127945755,a,a,90.0,7.0,2010.0,0,,,
907,646047,3766,779,360,4884914,170,43,6270.749679075738,829.3286264441592,7.561236256804846,a,c,250.0,,,0,,,
908,283561,3766,781,360,3307400,193,41,4234.8271446863,363.07426376440463,11.663804260811606,a,a,1980.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
909,619197,3033,607,286,6512493,124,39,10728.983525535421,1020.0939044481055,10.517643011836297,a,c,1680.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
910,447385,3766,780,360,4452869,168,43,5708.80641025641,573.5705128205128,9.953103032064107,d,c,12480.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
911,712986,3766,784,360,7749768,159,38,9884.908163265307,909.420918367347,10.869453257146704,a,c,16490.0,,,0,,,
912,594778,3766,784,360,4520528,159,38,5765.9795918367345,758.6454081632653,7.600361815669039,c,c,3100.0,5.0,2010.0,0,,,
913,902068,3766,776,360,6900317,150,43,8892.161082474227,1162.458762886598,7.649442170656758,a,a,280.0,,,0,,,
914,888608,3766,784,360,7453259,159,38,9506.707908163266,1133.4285714285713,8.387566846123375,c,c,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
915,319510,3033,622,286,3942303,124,39,6338.1077170418,513.6816720257235,12.33859034146036,d,c,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
916,546736,3766,776,360,4176608,170,43,5382.226804123711,704.5567010309278,7.639167715314155,a,a,90.0,11.0,2012.0,0,,,
917,577462,3766,779,360,5221594,170,43,6702.944801026958,741.2862644415918,9.042316204356304,a,a,7240.0,2.0,2010.0,0,,,
918,431296,3766,780,360,4046072,172,45,5187.271794871795,552.9435897435898,9.381195281198991,a,c,18710.0,4.0,2015.0,0,,,
919,420199,3033,621,286,3438093,124,39,5536.381642512078,676.6489533011272,8.182058976818126,a,a,2620.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
920,361808,3033,622,286,3585330,124,39,5764.196141479099,581.6848874598071,9.909482377393534,a,a,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
921,853783,3766,780,360,7389638,172,45,9473.894871794872,1094.5935897435897,8.6551711617589,a,a,840.0,9.0,2006.0,0,,,
922,552904,3766,775,360,5739531,170,43,7405.846451612903,713.4245161290322,10.380700808820338,d,a,2110.0,3.0,2006.0,0,,,
923,501835,3766,784,360,4167230,173,38,5315.344387755102,640.0956632653061,8.30398437733518,a,a,280.0,9.0,2008.0,0,,,
924,350663,3766,779,360,3702496,170,43,4752.883183568678,450.14505776636713,10.558559072385737,a,a,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
925,921935,3766,769,360,5147464,155,46,6693.711313394018,1198.8751625487646,5.583326373334346,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
926,422709,3766,779,360,5655998,170,43,7260.587933247753,542.630295250321,13.380358591844507,d,c,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
927,672726,3766,772,360,5059388,170,43,6553.611398963731,871.4067357512953,7.52072612029266,a,a,480.0,,,0,,,
928,539545,3766,779,360,6243438,170,43,8014.682926829269,692.612323491656,11.571672427693706,d,c,1090.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
929,557548,3766,784,360,4559231,159,38,5815.345663265306,711.1581632653061,8.177288771549714,a,c,4820.0,9.0,2013.0,0,,,
930,911976,3766,779,360,5569973,170,43,7150.1578947368425,1170.7008985879334,6.107587261068273,a,a,70.0,,,0,,,
931,386489,3766,875,360,3140234,159,38,3588.8388571428573,441.7017142857143,8.125028137928894,a,c,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
932,455455,3033,623,286,4607215,124,39,7395.208667736758,731.0674157303371,10.115631621126127,a,a,15700.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
933,706128,3766,780,360,5718554,172,45,7331.4794871794875,905.2923076923076,8.098466566968028,a,c,6270.0,2.0,2005.0,0,,,
934,529417,3766,779,360,5268860,170,43,6763.620025673941,679.6110397946085,9.95219269498335,a,c,5460.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
935,470734,3766,784,360,4430153,159,38,5650.705357142857,600.4260204081633,9.411160018184367,a,c,22350.0,6.0,2010.0,0,,,
936,694390,3766,779,360,5496846,170,43,7056.284980744545,891.3863928112966,7.91607886058267,a,a,580.0,2.0,2008.0,0,,,
937,457265,3766,781,360,5648895,193,41,7232.900128040973,585.4865556978233,12.353657069751677,d,a,2810.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
938,755547,3766,784,360,7375962,209,38,9408.114795918367,963.7079081632653,9.762413192031733,a,a,2820.0,9.0,2009.0,0,,,
939,449101,3766,779,360,4656745,170,43,5977.849807445443,576.5096277278562,10.369037254426065,d,a,1340.0,,,0,,,
940,579554,3766,780,360,5657022,172,45,7252.592307692307,743.0179487179487,9.76099207321492,d,c,6470.0,9.0,2012.0,0,,,
941,344647,3033,622,286,3129057,124,39,5030.638263665594,554.0948553054662,9.079019982764974,a,a,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
942,367396,3766,781,360,4731583,193,41,6058.364916773367,470.41741357234315,12.878700366906553,d,c,6860.0,,,1,18.0,2011.0,"Jan,Apr,Jul,Oct"
943,471937,3766,779,360,5428994,170,43,6969.183568677792,605.8241335044929,11.503641375861609,d,c,18020.0,,,0,,,
944,963947,3766,784,360,6217518,209,38,7930.507653061224,1229.5242346938776,6.450062088475819,c,a,1670.0,7.0,2015.0,0,,,
945,416215,3766,784,360,3429965,159,38,4374.955357142857,530.8864795918367,8.240849080403157,a,c,12480.0,3.0,2011.0,0,,,
946,414924,3766,779,360,3274470,150,43,4203.427471116816,532.6367137355584,7.8917343899123695,a,a,2220.0,12.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
947,879169,3766,771,360,6470539,155,46,8392.398184176394,1140.2970168612192,7.359835253517811,a,a,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
948,1589133,3766,928,360,6437314,155,46,6936.760775862069,1712.427801724138,4.050834008229645,b,b,1430.0,,,0,,,
949,389579,3766,784,360,4194405,173,38,5350.006377551021,496.9119897959184,10.766506921574315,a,a,870.0,3.0,2006.0,0,,,
950,435793,3766,775,360,4450296,155,46,5742.317419354838,562.3135483870968,10.211949251135287,a,a,8460.0,11.0,1994.0,0,,,
951,559971,3766,779,360,6058267,170,43,7776.97946084724,718.8331193838254,10.81889419273498,d,c,710.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
952,329797,3033,622,286,4085326,124,39,6568.048231511254,530.2202572347267,12.387395882921918,d,c,6300.0,10.0,2013.0,0,,,
953,424309,3766,782,360,4162942,167,39,5323.455242966752,542.5946291560102,9.811109356624536,a,a,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
954,705305,3766,779,360,5426552,170,43,6966.048780487805,905.397946084724,7.69390830917121,a,a,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
955,355771,3766,779,360,3676529,170,43,4719.5494223363285,456.7021822849807,10.333976068875765,d,c,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
956,385118,3766,776,360,2992188,170,43,3855.9123711340208,496.2860824742268,7.769535570915927,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
957,666924,3766,784,360,6192726,173,38,7898.885204081633,850.6683673469388,9.285504795149073,d,c,1420.0,11.0,2012.0,0,,,
958,441182,3766,784,360,3327635,173,38,4244.432397959184,562.7321428571429,7.542544800105172,a,a,440.0,11.0,2013.0,0,,,
959,583763,3766,784,360,5528325,173,38,7051.434948979592,744.5956632653061,9.470153127210871,a,c,1060.0,12.0,2005.0,0,,,
960,431941,3766,781,360,5251132,193,41,6723.600512163893,553.0614596670935,12.157058487154496,d,a,8990.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
961,536603,3766,779,360,5080588,170,43,6521.935815147625,688.8356867779204,9.46805739065939,d,c,9430.0,,,0,,,
962,696101,3766,766,360,5125011,170,43,6690.6148825065275,908.748041775457,7.36245314975844,c,a,260.0,,,0,,,
963,791630,3766,779,360,8385406,172,45,10764.320924261874,1016.2130937098844,10.592582393289794,a,c,23620.0,11.0,2013.0,0,,,
964,1077174,3766,772,360,7534699,155,46,9759.972797927461,1395.30310880829,6.994876408082631,a,a,270.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
965,707184,3766,781,360,6626600,193,41,8484.763124199744,905.4852752880922,9.37040430778977,a,c,110.0,,,0,,,
966,475390,3766,779,360,3753283,170,43,4818.078305519897,610.2567394094993,7.895166074170681,a,a,760.0,2.0,2008.0,0,,,
967,719270,3766,779,360,6731473,170,43,8641.172015404365,923.3247753530167,9.358756795083904,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
968,683254,3766,780,360,5609742,172,45,7191.976923076923,875.9666666666667,8.210331736074725,c,a,1190.0,,,0,,,
969,452346,3766,755,360,2645117,155,46,3503.4662251655627,599.1337748344371,5.847552537217086,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
970,312532,3766,781,360,2573975,193,41,3295.742637644046,400.16901408450707,8.235876646231427,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
971,761659,3766,773,360,6392792,167,39,8270.106080206986,985.3285899094437,8.393246846685985,c,a,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
972,272238,3766,702,360,2402627,168,43,3422.545584045584,387.8034188034188,8.825465217934308,a,a,14960.0,,,0,,,
973,615311,3766,779,360,5017528,170,43,6440.985879332477,789.8729139922979,8.154458477095323,d,c,330.0,,,1,28.0,2012.0,"Jan,Apr,Jul,Oct"
974,971204,3033,622,286,7178474,124,39,11540.95498392283,1561.4212218649518,7.391314286184983,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
975,579446,3766,779,360,6010559,170,43,7715.736842105263,743.8331193838254,10.37294070543243,a,c,9630.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
976,559119,3766,779,360,5433498,170,43,6974.965340179718,717.7394094993582,9.717963438910143,a,a,4180.0,,,0,,,
977,318092,3033,623,286,2974291,124,39,4774.142857142857,510.58105939004815,9.350411201790678,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
978,757830,3766,780,360,5626588,172,45,7213.574358974359,971.5769230769231,7.424604462742304,c,c,3890.0,,,0,,,
979,497651,3766,782,360,4898808,167,39,6264.460358056266,636.3823529411765,9.843862465864632,a,c,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
980,432164,3766,779,360,5468281,170,43,7019.6161745827985,554.7676508344031,12.653254320119213,a,a,4420.0,9.0,2005.0,0,,,
981,588296,3766,780,360,5700952,168,43,7308.912820512821,754.225641025641,9.690618328188531,d,c,2620.0,11.0,2002.0,0,,,
982,539497,3766,780,360,6285458,172,45,8058.279487179487,691.6628205128205,11.650589345260492,d,a,21930.0,,,0,,,
983,1068066,3766,774,360,7941077,170,43,10259.789405684754,1379.9302325581396,7.435005889149172,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
984,574511,3766,776,360,4708162,170,43,6067.219072164949,740.3492268041238,8.195077204788072,c,a,440.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
985,601984,3766,777,360,6516900,155,46,8387.258687258687,774.7541827541828,10.82570300871784,c,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
986,639283,3766,772,360,4802035,170,43,6220.2525906735755,828.0867875647668,7.511595021297297,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
987,680093,3766,784,360,5368327,173,38,6847.355867346939,867.4655612244898,7.893518974610825,c,a,1690.0,6.0,2007.0,0,,,
988,566446,3764,784,360,3683288,158,37,4698.071428571428,722.5076530612245,6.502452131359388,a,a,30.0,11.0,2012.0,0,,,
989,356745,3033,622,286,3260812,124,39,5242.463022508038,573.5450160771704,9.14045606805982,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
990,447315,3766,780,360,4999125,172,45,6409.134615384615,573.4807692307693,11.175849233761443,d,a,20930.0,,,0,,,
991,418129,3766,779,360,4484520,170,43,5756.765083440308,536.7509627727857,10.725206814165006,a,a,1010.0,,,0,,,
992,546190,3766,779,360,4452757,170,43,5715.991014120667,701.1424903722722,8.152395686482725,a,a,2480.0,7.0,1990.0,0,,,
993,587207,3766,780,360,5942063,172,45,7618.029487179487,752.8294871794872,10.119196467344565,d,c,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
994,344327,3766,779,360,3536283,170,43,4539.516046213093,442.01155327342747,10.270129847499614,a,a,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
995,614734,3766,780,360,7226190,172,45,9264.346153846154,788.1205128205128,11.754986709698828,d,a,6560.0,12.0,2013.0,0,,,
996,534380,3766,767,360,4993206,172,45,6510.0469361147325,696.7144719687093,9.343923799543395,c,a,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
997,322024,3766,781,360,4028334,193,41,5157.918053777209,412.3226632522407,12.509421658013068,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
998,415133,3766,777,360,3354263,155,46,4316.940797940798,534.2767052767052,8.079971960793287,a,a,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
999,515113,3766,780,360,7163321,172,45,9183.744871794872,660.401282051282,13.906309877638499,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1000,423675,3033,622,286,4635525,124,39,7452.612540192926,681.1495176848874,10.941228536024076,a,c,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1001,485624,3766,782,360,4239004,167,39,5420.721227621483,621.002557544757,8.72898374050706,c,a,19640.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1002,562417,3766,784,360,4753790,173,38,6063.507653061224,717.3686224489796,8.452429425141844,d,c,1130.0,11.0,2008.0,0,,,
1003,602250,3766,779,360,5751204,170,43,7382.803594351733,773.1065468549423,9.549529265255293,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1004,281082,3033,622,286,3212907,124,39,5165.445337620578,451.9003215434084,11.430497150297779,d,c,970.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1005,729683,3766,779,360,4834459,170,43,6205.9807445442875,936.6919127086007,6.625423642869575,a,a,6480.0,,,0,,,
1006,675677,3766,780,360,4970130,168,43,6371.961538461538,866.2525641025641,7.355777982675154,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1007,639858,3766,784,360,5485024,159,38,6996.2040816326535,816.1454081632653,8.57225196840549,c,c,4180.0,9.0,2012.0,0,,,
1008,561855,3766,784,360,4179585,169,38,5331.103316326531,716.6517857142857,7.438903275756201,a,c,30.0,9.0,2010.0,0,,,
1009,284969,3033,622,286,2968299,124,39,4772.184887459807,458.1495176848875,10.416217202572911,a,a,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1010,633057,3766,784,360,6957339,159,38,8874.156887755102,807.4706632653061,10.990067245129586,d,c,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
1011,734852,3766,779,360,6137147,170,43,7878.237483953787,943.3273427471116,8.351541534894102,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1012,321582,3033,622,286,3762920,124,39,6049.710610932476,517.0128617363345,11.701276812756934,d,c,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
1013,345207,3766,779,360,3110984,170,43,3993.560975609756,443.1412066752246,9.011937764877306,a,a,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1014,1051375,3766,779,360,9509102,170,43,12206.806161745828,1349.6469833119384,9.044443704672453,a,c,210.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1015,383638,3766,779,360,4705183,150,43,6040.029525032092,492.4749679075738,12.264642710054792,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1016,389650,3766,779,360,4213934,170,43,5409.414634146341,500.19255455712454,10.81466444244835,c,c,550.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1017,781115,3766,769,360,5539437,172,45,7203.429128738621,1015.7542262678803,7.091704806590579,c,a,110.0,11.0,2008.0,0,,,
1018,1063112,3766,782,360,9187204,173,38,11748.342710997442,1359.4782608695652,8.641802557021274,c,c,140.0,9.0,2012.0,0,,,
1019,469473,3033,623,286,5651236,124,39,9071.00481540931,753.5682182985554,12.037403641955981,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1020,866840,3766,781,360,7054345,193,41,9032.451984635083,1109.910371318822,8.138001245904665,a,a,40.0,8.0,2015.0,0,,,
1021,817747,3766,770,360,6835866,173,38,8877.748051948052,1062.009090909091,8.359389884646474,a,a,1080.0,5.0,2011.0,0,,,
1022,641135,3766,779,360,5706179,170,43,7325.00513478819,823.0231065468549,8.900120879377978,a,c,1520.0,,,0,,,
1023,491531,3766,780,360,4799042,172,45,6152.617948717949,630.1679487179487,9.763457442155225,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1024,615780,3766,784,360,4810209,159,38,6135.470663265306,785.4336734693877,7.811570690831141,c,c,1990.0,1.0,2012.0,0,,,
1025,672559,3766,776,360,5762189,150,43,7425.501288659794,866.6997422680413,8.567559128641502,a,a,720.0,11.0,2009.0,0,,,
1026,919445,3766,779,360,7397085,170,43,9495.616174582798,1180.2888318356868,8.045163114705067,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
1027,1032892,3033,623,286,8163847,124,39,13104.088282504013,1657.9325842696628,7.903872815357269,a,c,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1028,425786,3766,779,360,3686723,170,43,4732.635430038511,546.5802310654685,8.658628982634468,a,a,150.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1029,591023,3766,780,360,4224868,168,43,5416.497435897436,757.7217948717948,7.148398624080619,a,a,1590.0,3.0,2006.0,0,,,
1030,258896,3766,780,360,2816323,168,43,3610.6705128205126,331.9179487179487,10.878202057969224,a,a,36410.0,4.0,2008.0,0,,,
1031,325598,3766,779,360,3773364,170,43,4843.85622593068,417.96919127086005,11.589026959625059,d,a,590.0,5.0,2001.0,0,,,
1032,752136,3766,780,360,7172255,168,43,9195.198717948719,964.276923076923,9.535848569939478,d,c,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1033,1018597,3766,784,360,10870270,173,38,13865.140306122448,1299.2308673469388,10.671806416080157,a,a,7680.0,3.0,2006.0,0,,,
1034,568150,3766,780,360,5072945,172,45,6503.775641025641,728.3974358974359,8.928883217460179,a,a,13750.0,4.0,2015.0,0,,,
1035,450423,3766,780,360,3803794,172,45,4876.658974358975,577.4653846153847,8.444937314479944,a,a,27150.0,,,0,,,
1036,367372,3766,779,360,3884252,170,43,4986.202824133505,471.594351732991,10.57307579238483,d,c,9560.0,,,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
1037,681679,3766,780,360,5387026,170,43,6906.44358974359,873.9474358974359,7.902584647612732,a,c,150.0,,,0,,,
1038,319358,3033,622,286,3668097,124,39,5897.262057877813,513.4372990353697,11.485846604750781,d,a,17290.0,10.0,2013.0,0,,,
1039,799824,3766,771,360,6307879,170,43,8181.42542153048,1037.385214007782,7.886583798435656,a,c,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
1040,674734,3766,779,360,6775360,170,43,8697.509627727855,866.1540436456996,10.041527476012769,a,a,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1041,408015,3033,622,286,3801487,124,39,6111.715434083601,655.9726688102894,9.317027560261264,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1042,426002,3766,779,360,3218244,170,43,4131.250320924262,546.8575096277278,7.554527913014493,a,a,3440.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
1043,941445,3766,780,360,6858406,168,43,8792.828205128206,1206.9807692307693,7.284977879748684,c,a,420.0,3.0,2006.0,0,,,
1044,695225,3766,777,360,5145309,155,46,6622.019305019305,894.7554697554698,7.400926318817649,c,a,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1045,808163,3766,883,360,6654188,159,38,7535.886749716874,915.246885617214,8.233720177736423,a,c,26990.0,12.0,2013.0,0,,,
1046,533570,3766,780,360,6784716,168,43,8698.353846153846,684.0641025641025,12.715699908165751,d,c,29070.0,4.0,2005.0,0,,,
1047,407902,3766,776,360,3791124,170,43,4885.469072164949,525.6469072164948,9.294203019352688,a,a,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1048,416229,3766,783,360,5392653,159,38,6887.168582375479,531.5823754789272,12.955976157355686,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1049,395752,3033,622,286,2478906,124,39,3985.379421221865,636.2572347266881,6.263786411692171,a,a,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1050,404342,3766,781,360,5771211,193,41,7389.514724711908,517.7234314980794,14.27309307467441,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1051,770860,3766,766,360,5737921,155,46,7490.758485639687,1006.3446475195823,7.443531899436993,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
1052,588984,3766,779,360,5662859,170,43,7269.395378690629,756.0770218228498,9.614622808089862,a,c,5080.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
1053,791662,3766,784,360,7002929,209,38,8932.307397959185,1009.7729591836735,8.845857196631895,a,a,1710.0,7.0,2015.0,0,,,
1054,483709,3766,784,360,4730838,159,38,6034.232142857143,616.9757653061224,9.780339005476433,a,c,13190.0,,,1,45.0,2013.0,"Feb,May,Aug,Nov"
1055,775488,3766,783,360,6197127,173,38,7914.593869731801,990.4061302681993,7.991260986630354,c,a,1980.0,4.0,2009.0,0,,,
1056,230408,3033,623,286,2415557,124,39,3877.298555377207,369.8362760834671,10.483824346376862,d,c,5350.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1057,502083,3766,784,360,5036413,159,38,6423.996173469388,640.4119897959183,10.031036701103204,d,c,3230.0,11.0,2011.0,0,,,
1058,546009,3766,779,360,5658141,170,43,7263.338896020539,700.9101412066752,10.36272479025071,a,c,180.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1059,904541,3766,784,360,6604849,169,38,8424.552295918367,1153.751275510204,7.301879074580367,c,a,3380.0,4.0,2013.0,0,,,
1060,660675,3766,779,360,5707977,170,43,7327.31322207959,848.1065468549423,8.639614031104552,a,c,3430.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
1061,431026,3766,777,360,5732970,155,46,7378.339768339768,554.7310167310168,13.300752158802485,d,c,8110.0,,,0,,,
1062,461502,3766,779,360,4990259,150,43,6405.9807445442875,592.428754813864,10.813082066816612,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
1063,416261,3766,784,360,3348689,169,38,4271.286989795918,530.9451530612245,8.044685906198275,a,c,6250.0,,,0,,,
1064,831862,3766,779,360,7365896,170,43,9455.578947368422,1067.8587933247754,8.854709074341658,a,c,420.0,,,0,,,
1065,301834,3033,622,286,2611257,124,39,4198.162379421222,485.2636655948553,8.651301708886342,a,a,1290.0,,,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
1066,877097,3766,779,360,8626583,170,43,11073.919127086008,1125.9268292682927,9.835380807367942,a,a,3350.0,,,0,,,
1067,305012,3033,622,286,3580348,124,39,5756.186495176848,490.37299035369773,11.738384063577826,d,c,12020.0,7.0,2009.0,0,,,
1068,240516,3766,777,360,3451074,155,46,4441.53667953668,309.5444015444015,14.348625455271167,d,c,5010.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
1069,621457,3766,782,360,4930721,167,39,6305.269820971867,794.7020460358057,7.934130599542687,a,c,18050.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1070,680475,3766,784,360,5515214,209,38,7034.711734693878,867.952806122449,8.104947279473897,c,c,400.0,10.0,2008.0,0,,,
1071,571238,3766,784,360,4725345,159,38,6027.225765306122,728.6198979591836,8.27211249951859,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
1072,500175,3766,779,360,5314269,170,43,6821.911424903723,642.0731707317074,10.624819313240366,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
1073,715327,3766,779,360,5668621,170,43,7276.792041078305,918.2631578947369,7.924517039060458,a,c,1710.0,,,1,44.0,2012.0,"Jan,Apr,Jul,Oct"
1074,433374,3766,780,360,4014070,172,45,5146.24358974359,555.6076923076923,9.262369223811303,c,c,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1075,856724,3766,784,360,9004545,173,38,11485.389030612245,1092.7602040816328,10.510438600996354,a,c,1410.0,10.0,2013.0,0,,,
1076,424905,3766,779,360,2820000,170,43,3620.02567394095,545.4492939666238,6.636777632647298,a,c,90.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
1077,386337,3766,779,360,3497529,170,43,4489.767650834403,495.93966623876764,9.053052128064358,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1078,406860,3766,777,360,5289878,155,46,6808.079794079794,523.6293436293437,13.001715577840043,d,c,670.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1079,538364,3766,781,360,6783229,193,41,8685.312419974392,689.3265044814341,12.599707632754047,a,a,16680.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
